Energy[keV],Photon_to_nAmp_BestOf,Photon_to_nAmp_oxidized,Photon_to_nAmp_thin
0.0273,931533798.287218,931533798.287218,932802546.297229
0.0274,927000925.456751,927000925.456751,928263499.698946
0.0275,922541269.387138,922541269.387138,923797769.582665
0.0276,918526690.492905,918526690.492905,919777722.836388
0.0277,914653447.203122,914653447.203122,915899204.193499
0.0278,910587100.824197,910587100.824197,911827319.455273
0.0279,906734940.934328,906734940.934328,907969912.927864
0.028,902728229.096469,902728229.096469,903957743.952884
0.0281,899042358.794534,899042358.794534,900266853.499647
0.0282,895383125.493978,895383125.493978,896602636.327355
0.0283,891461887.031795,891461887.031795,892676057.142694
0.0284,887569543.014621,887569543.014621,888778411.757244
0.0285,884026835.257422,884026835.257422,885230878.835971
0.0286,880544842.417812,880544842.417812,881744143.525938
0.0287,876804562.826452,876804562.826452,877998769.677884
0.0288,873020940.350925,873020940.350925,874209993.912701
0.0289,869614763.334499,869614763.334499,870799177.68692
0.029,866232417.221415,866232417.221415,867412224.822146
0.0291,862873655.88239,862873655.88239,864048888.853866
0.0292,859227272.853969,859227272.853969,860397539.455766
0.0293,855675623.982796,855675623.982796,856841053.242732
0.0294,852422755.464254,852422755.464254,853583754.320841
0.0295,849192214.220166,849192214.220166,850348813.083127
0.0296,845712331.359144,845712331.359144,846864190.625471
0.0297,842223005.558167,842223005.558167,843370112.366585
0.0298,839060484.029974,839060484.029974,840203283.487545
0.0299,835952860.515811,835952860.515811,837091427.393569
0.03,832599525.785998,832599525.785998,833733525.425537
0.0301,829401918.289003,829401918.289003,830531562.790644
0.0302,826060814.324445,826060814.324445,827185908.246157
0.0303,822939829.871969,822939829.871969,824060673.016285
0.0304,819708827.023899,819708827.023899,820825269.545885
0.0305,816239137.91091,816239137.91091,817350854.720136
0.0306,812793617.599807,812793617.599807,813900641.614154
0.0307,809629879.828954,809629879.828954,810732594.835932
0.0308,806519438.794986,806519438.794986,807617917.384693
0.0309,803174128.807473,803174128.807473,804268051.088651
0.031,799788194.822378,799788194.822378,800877505.465188
0.0311,796741787.724947,796741787.724947,797826949.164637
0.0312,793715472.145009,793715472.145009,794796511.746202
0.0313,790677702.049714,790677702.049714,791754604.211375
0.0314,787410300.322629,787410300.322629,788482752.286726
0.0315,784196098.066573,784196098.066573,785264172.290729
0.0316,781219767.5606,781219767.5606,782283788.025876
0.0317,778293602.728929,778293602.728929,779353637.760918
0.0318,775172022.651215,775172022.651215,776227806.094568
0.0319,772010253.037595,772010253.037595,773061730.154207
0.032,769172830.702115,769172830.702115,770220443.252622
0.0321,766323350.943751,766323350.943751,767367082.505958
0.0322,763311708.725413,763311708.725413,764351338.434227
0.0323,760439438.796727,760439438.796727,761475156.477053
0.0324,757466422.818893,757466422.818893,758498091.254723
0.0325,754779616.787655,754779616.787655,755807625.796621
0.0326,752168724.563419,752168724.563419,753193177.540044
0.0327,749368032.878568,749368032.878568,750388671.316195
0.0328,746907431.22469,746907431.22469,747924718.325568
0.0329,744724889.660684,744724889.660684,745739204.142349
0.033,742526444.378873,742526444.378873,743537764.580478
0.0331,740137877.467367,740137877.467367,741145944.443463
0.0332,737734805.143206,737734805.143206,738739599.137436
0.0333,735577116.11798,735577116.11798,736578971.342128
0.0334,733432356.422461,733432356.422461,734431290.486259
0.0335,731300410.273727,731300410.273727,732296440.629212
0.0336,728952247.93912,728952247.93912,729945080.100085
0.0337,726675120.59178,726675120.59178,727664851.3078
0.0338,724582053.151367,724582053.151367,725568933.111832
0.0339,722501343.090101,722501343.090101,723485389.125748
0.034,720235022.375253,720235022.375253,721215981.684576
0.0341,717953886.349678,717953886.349678,718931738.75424
0.0342,715910769.059317,715910769.059317,716885838.740373
0.0343,713907581.135972,713907581.135972,714879922.477277
0.0344,711720577.77627,711720577.77627,712689940.421402
0.0345,709629783.319537,709629783.319537,710596298.304915
0.0346,707467828.724882,707467828.724882,708431399.130477
0.0347,705484352.984584,705484352.984584,706445221.8984
0.0348,703512285.187472,703512285.187472,704470468.147114
0.0349,701358936.948272,701358936.948272,702314187.049978
0.035,699217947.336233,699217947.336233,700170281.412439
0.0351,697280553.505792,697280553.505792,698230248.853729
0.0352,695354176.147744,695354176.147744,696301247.771836
0.0353,693275585.177568,693275585.177568,694219825.763042
0.0354,691100397.763648,691100397.763648,692041675.746253
0.0355,689153636.079807,689153636.079807,690092262.575137
0.0356,687217811.259358,687217811.259358,688153801.163409
0.0357,685239112.431287,685239112.431287,686172407.349708
0.0358,683084080.488926,683084080.488926,684014440.256209
0.0359,680967894.849568,680967894.849568,681895372.374335
0.036,679049720.296768,679049720.296768,679974585.269901
0.0361,677115655.591269,677115655.591269,678037886.370397
0.0362,675033677.07463,675033677.07463,675953072.201306
0.0363,672936963.549501,672936963.549501,673853502.954659
0.0364,671061971.999154,671061971.999154,671975957.66788
0.0365,669171068.851474,669171068.851474,670082479.112189
0.0366,667159977.653601,667159977.653601,668068648.810314
0.0367,665264023.477982,665264023.477982,666170112.347191
0.0368,663248683.714668,663248683.714668,664152027.693333
0.0369,661425396.587944,661425396.587944,662326257.251545
0.037,659611967.084618,659611967.084618,660510357.859228
0.0371,657602613.795839,657602613.795839,658498267.833476
0.0372,655629844.361252,655629844.361252,656522811.489086
0.0373,653846573.734729,653846573.734729,654737112.049929
0.0374,652072841.306055,652072841.306055,652960963.799635
0.0375,650156154.698141,650156154.698141,651041666.666667
0.0376,648199133.480973,648199133.480973,649081979.988751
0.0377,646454529.128744,646454529.128744,647334999.487311
0.0378,644693984.910982,644693984.910982,645572057.410258
0.0379,642967841.209238,642967841.209238,643843562.702688
0.038,641075586.135361,641075586.135361,641948730.379479
0.0381,639193388.835805,639193388.835805,640063969.529268
0.0382,637495233.733186,637495233.733186,638363501.541265
0.0383,635805948.217095,635805948.217095,636671915.220157
0.0384,633977060.123782,633977060.123782,634840536.18327
0.0385,632133117.653056,632133117.653056,632994082.264924
0.0386,630470883.493949,630470883.493949,631329584.144718
0.0387,628817241.604299,628817241.604299,629673689.996631
0.0388,627172125.54881,627172125.54881,628026333.294881
0.0389,625608640.176515,625608640.176515,626460718.457227
0.039,623980185.899651,623980185.899651,624830046.227426
0.0391,622505684.246415,622505684.246415,623353536.304559
0.0392,621062977.088892,621062977.088892,621908864.181472
0.0393,619434340.704732,619434340.704732,620278009.596346
0.0394,617862172.327309,617862172.327309,618703699.92732
0.0395,616418175.336964,616418175.336964,617257736.214659
0.0396,614981518.04657,614981518.04657,615819122.198614
0.0397,613432446.212699,613432446.212699,614267940.530607
0.0398,611843412.48027,611843412.48027,612676742.53598
0.0399,610429050.568957,610429050.568957,611260454.265297
0.04,609021806.828593,609021806.828593,609851293.860505
0.0401,607621628.03311,607621628.03311,608449208.02304
0.0402,606062812.363173,606062812.363173,606888269.247874
0.0403,604535336.347679,604535336.347679,605358712.811725
0.0404,603156678.423672,603156678.423672,603978177.157139
0.0405,601808374.41831,601808374.41831,602628036.763203
0.0406,600279205.619548,600279205.619548,601096785.238217
0.0407,598780937.389191,598780937.389191,599596476.368176
0.0408,597429972.477168,597429972.477168,598243671.443427
0.0409,596085659.198076,596085659.198076,596897527.211126
0.041,594608565.746783,594608565.746783,595418421.960174
0.0411,593231343.444372,593231343.444372,594039323.8825
0.0412,591768344.688842,591768344.688842,592574332.524272
0.0413,590450813.978607,590450813.978607,591255007.338657
0.0414,589116671.744893,589116671.744893,589919048.004686
0.0415,587651187.104734,587651187.104734,588451567.376057
0.0416,586192755.223954,586192755.223954,586991149.112657
0.0417,584855568.352647,584855568.352647,585652140.9943
0.0418,583547600.166772,583547600.166772,584342391.357193
0.0419,582109386.507273,582109386.507273,582902218.85227
0.042,580655339.639201,580655339.639201,581446191.573961
0.0421,579366661.604814,579366661.604814,580155758.361506
0.0422,578084119.295884,578084119.295884,578871469.23136
0.0423,576785121.806626,576785121.806626,577570702.508949
0.0424,575357307.412413,575357307.412413,576140943.433099
0.0425,573958658.703262,573958658.703262,574740389.765943
0.0426,572700867.883231,572700867.883231,573480885.836197
0.0427,571448996.290607,571448996.290607,572227309.195839
0.0428,570046977.860287,570046977.860287,570823381.217956
0.0429,568673738.130161,568673738.130161,569448271.136826
0.043,567417776.920384,567417776.920384,568190599.309262
0.0431,566189795.220252,566189795.220252,566960945.099403
0.0432,564835003.277985,564835003.277985,565604307.931998
0.0433,563574599.861267,563574599.861267,564342187.847211
0.0434,562254058.076096,562254058.076096,563019847.48558
0.0435,561027321.949385,561027321.949385,561791440.545612
0.0436,559828120.687009,559828120.687009,560590605.972434
0.0437,558481528.195215,558481528.195215,559242179.423145
0.0438,557162883.609326,557162883.609326,557921738.844779
0.0439,555958932.439525,555958932.439525,556716147.894807
0.044,554782165.646446,554782165.646446,555537778.346648
0.0441,553480863.082848,553480863.082848,554234703.410388
0.0442,552163863.849115,552163863.849115,552915910.425145
0.0443,550982078.147936,550982078.147936,551732515.13314
0.0444,549827135.442238,549827135.442238,550575999.396745
0.0445,548655947.452628,548655947.452628,549403216.25038
0.0446,547361542.906622,547361542.906622,548107048.726804
0.0447,546094301.754891,546094301.754891,546838081.594016
0.0448,544960594.589261,544960594.589261,545702830.320472
0.0449,543810688.950883,543810688.950883,544551358.511878
0.045,542559770.25871,542559770.25871,543298736.06982
0.0451,541293233.118301,541293233.118301,542030473.907217
0.0452,540285871.135213,540285871.135213,541021739.898215
0.0453,539283090.364484,539283090.364484,540017593.341177
0.0454,538179500.553325,538179500.553325,538912500.441908
0.0455,537143879.975641,537143879.975641,537875469.350134
0.0456,536049894.009754,536049894.009754,536779993.376564
0.0457,535065513.503272,535065513.503272,535794272.144913
0.0458,534022777.5402,534022777.5402,534750115.976605
0.0459,532692334.486809,532692334.486809,533417860.861237
0.046,531367780.378351,531367780.378351,532091502.711538
0.0461,530152853.338214,530152853.338214,530874920.942107
0.0462,528963910.706417,528963910.706417,529684358.971751
0.0463,527656160.132078,527656160.132078,528374827.242567
0.0464,526333554.365812,526333554.365812,527050420.0887
0.0465,525160557.049925,525160557.049925,525875825.151757
0.0466,523972101.585722,523972101.585722,524685751.012518
0.0467,522809200.463425,522809200.463425,523521266.020169
0.0468,521508485.771264,521508485.771264,522218779.756026
0.0469,520254120.198362,520254120.198362,520962705.738592
0.047,519086318.549482,519086318.549482,519793313.545148
0.0471,517943733.212023,517943733.212023,518649172.007716
0.0472,516684836.119628,516684836.119628,517388560.298863
0.0473,515431362.816096,515431362.816096,516133379.766069
0.0474,514303776.464598,514303776.464598,515004257.643199
0.0475,513180944.108544,513180944.108544,513879895.990709
0.0476,511962870.370486,511962870.370486,512660163.237558
0.0477,510789856.046864,510789856.046864,511485551.269716
0.0478,509601899.33813,509601899.33813,510295976.565249
0.0479,508478478.44888,508478478.44888,509171025.577982
0.048,507379549.475683,507379549.475683,508070599.864731
0.0481,506166702.060265,506166702.060265,506856100.552465
0.0482,504978677.469602,504978677.469602,505666457.873615
0.0483,503893872.265501,503893872.265501,504580175.166017
0.0484,502774348.580451,502774348.580451,503459126.690938
0.0485,501581255.741557,501581255.741557,502264408.860908
0.0486,500373673.735165,500373673.735165,501055182.129149
0.0487,499287852.556524,499287852.556524,499967882.063256
0.0488,498206495.076456,498206495.076456,498885051.775488
0.0489,497129573.905544,497129573.905544,497806663.839125
0.049,495941178.745614,495941178.745614,496616650.086292
0.0491,494796261.879861,494796261.879861,495470173.845025
0.0492,493732924.037037,493732924.037037,494405387.737228
0.0493,492673913.37243,492673913.37243,493344934.701259
0.0494,491523576.447985,491523576.447985,492193031.019186
0.0495,490358911.908393,490358911.908393,491026780.207771
0.0496,489313197.895812,489313197.895812,489979641.933853
0.0497,488271705.278495,488271705.278495,488936730.804735
0.0498,487139719.098889,487139719.098889,487803202.861196
0.0499,486069024.155812,486069024.155812,486731049.632783
0.05,484964963.877401,484964963.877401,485625485.625485
0.0501,483940566.608085,483940566.608085,484599693.128213
0.0502,482901507.350963,482901507.350963,483559218.673525
0.0503,481791764.273775,481791764.273775,482447964.127485
0.0504,480686517.725229,480686517.725229,481341212.234353
0.0505,479678806.524689,479678806.524689,480332128.532266
0.0506,478656516.455399,478656516.455399,479308446.105024
0.0507,477582693.2165,477582693.2165,478233160.320053
0.0508,476476208.867394,476476208.867394,477125168.94048
0.0509,475484787.349151,475484787.349151,476132397.107217
0.051,474497266.602059,474497266.602059,475143531.357953
0.0511,473513623.720836,473513623.720836,474158548.756206
0.0512,472423961.424203,472423961.424203,473067402.340722
0.0513,471375184.349311,471375184.349311,472017196.832606
0.0514,470403437.243066,470403437.243066,471044126.20787
0.0515,469435476.594007,469435476.594007,470074847.19747
0.0516,468380579.26429,468380579.26429,469018513.098749
0.0517,467329852.49492,467329852.49492,467966355.240673
0.0518,466373511.10914,466373511.10914,467008711.318976
0.0519,465438880.636453,465438880.636453,466072807.880612
0.052,464417986.301632,464417986.301632,465050523.088828
0.0521,463436932.034597,463436932.034597,464068132.62696
0.0522,462423900.647649,462423900.647649,463053721.492375
0.0523,461504028.287998,461504028.287998,462132596.267581
0.0524,460569862.964831,460569862.964831,461197158.61227
0.0525,459550432.38921,459550432.38921,460176339.573325
0.0526,458552685.489026,458552685.489026,459177233.742959
0.0527,457629512.14789,457629512.14789,458252803.040746
0.0528,456727493.799229,456727493.799229,457349556.144085
0.0529,455740855.9271,455740855.9271,456361574.472258
0.053,454740447.469486,454740447.469486,455359803.459423
0.0531,453849012.130357,453849012.130357,454467153.986342
0.0532,452943445.965951,452943445.965951,453560354.441815
0.0533,452058740.564248,452058740.564248,452674444.072326
0.0534,451072882.598763,451072882.598763,451687243.369376
0.0535,450125527.822266,450125527.822266,450738598.296713
0.0536,449233742.73137,449233742.73137,449845598.595503
0.0537,448362586.282937,448362586.282937,448973255.632944
0.0538,447408384.677517,447408384.677517,448017754.405986
0.0539,446457788.799516,446457788.799516,447065863.817443
0.054,445596655.194034,445596655.194034,446203557.348937
0.0541,444738710.365299,444738710.365299,445344444.000288
0.0542,443815507.335074,443815507.335074,444419983.568549
0.0543,442929885.292544,442929885.292544,443533155.30977
0.0544,442013480.234148,442013480.234148,442615502.108691
0.0545,441168454.072576,441168454.072576,441769325.022415
0.0546,440326528.472771,440326528.472771,440926252.720868
0.0547,439403065.416904,439403065.416904,440001531.909333
0.0548,438483036.405173,438483036.405173,439080249.819099
0.0549,437650644.513831,437650644.513831,438246724.210916
0.055,436821284.681134,436821284.681134,437416234.791037
0.0551,435927825.532611,435927825.532611,436521558.752135
0.0552,435020912.587245,435020912.587245,435613410.592334
0.0553,434200845.980603,434200845.980603,434792227.055875
0.0554,433383745.034792,433383745.034792,433974013.219473
0.0555,432569593.71803,432569593.71803,433158753.029512
0.0556,431675361.621254,431675361.621254,432263302.989602
0.0557,430800964.479546,430800964.479546,431387714.919948
0.0558,429995857.123971,429995857.123971,430581511.009039
0.0559,429193635.370137,429193635.370137,429778196.630058
0.056,428328430.134874,428328430.134874,428911812.986214
0.0561,427449931.549251,427449931.549251,428032117.886483
0.0562,426656560.053357,426656560.053357,427237665.819483
0.0563,425882371.913182,425882371.913182,426462423.235911
0.0564,425029294.448009,425029294.448009,425608183.880168
0.0565,424211859.58984,424211859.58984,424789635.67662
0.0566,423381077.423916,423381077.423916,423957721.986298
0.0567,422601923.155715,422601923.155715,423177506.51084
0.0568,421841710.902243,421841710.902243,422416258.849114
0.0569,420987207.565249,420987207.565249,421560591.679514
0.057,420151883.773926,420151883.773926,420724130.178104
0.0571,419383882.560814,419383882.560814,419955082.948184
0.0572,418634632.15966,418634632.15966,419204812.068806
0.0573,417807853.952196,417807853.952196,418376907.790332
0.0574,416968010.809581,416968010.809581,417535920.782279
0.0575,416226888.207713,416226888.207713,416793788.772242
0.0576,415472409.479532,415472409.479532,416038282.444862
0.0577,414672856.194645,414672856.194645,415237640.169279
0.0578,413907827.962212,413907827.962212,414471569.969234
0.0579,413097956.1594,413097956.1594,413660595.121916
0.058,412369915.663,412369915.663,412931563.035159
0.0581,411628609.515,411628609.515,412189247.229
0.0582,410826893.661289,410826893.661289,411386439.439177
0.0583,410027971.453545,410027971.453545,410586429.100264
0.0584,409310192.386124,409310192.386124,409867672.418542
0.0585,408579221.280696,408579221.280696,409135705.731271
0.0586,407803902.654332,407803902.654332,408359331.12179
0.0587,407062420.558064,407062420.558064,407616839.127721
0.0588,406292366.317792,406292366.317792,406845736.074419
0.0589,405587041.766806,405587041.766806,406139450.87217
0.059,404868613.749003,404868613.749003,405420044.356196
0.0591,404090765.545561,404090765.545561,404641136.724355
0.0592,403331016.78993,403331016.78993,403880353.191753
0.0593,402620058.40344,402620058.40344,403168426.480722
0.0594,401926872.101277,401926872.101277,402474296.059577
0.0595,401174637.782741,401174637.782741,401721037.198725
0.0596,400424957.028949,400424957.028949,400970335.38057
0.0597,399738943.827121,399738943.827121,400283387.829515
0.0598,399055226.150646,399055226.150646,399598738.930316
0.0599,398312879.078673,398312879.078673,398855380.782446
0.06,397618625.302739,397618625.302739,398160181.433631
0.0601,396881179.556737,396881179.556737,397421731.287334
0.0602,396221908.494351,396221908.494351,396761562.298485
0.0603,395549707.712213,395549707.712213,396088445.97962
0.0604,394819384.73968,394819384.73968,395357128.308
0.0605,394091504.828176,394091504.828176,394628257.024857
0.0606,393426159.928287,393426159.928287,393962005.925945
0.0607,392763008.414824,392763008.414824,393297951.200849
0.0608,392057114.850054,392057114.850054,392591096.209819
0.0609,391368502.333642,391368502.333642,391901545.803916
0.061,390667241.162316,390667241.162316,391199329.515645
0.0611,390027851.242247,390027851.242247,390559068.747207
0.0612,389375684.057483,389375684.057483,389906013.311454
0.0613,388666291.571445,388666291.571445,389195654.63363
0.0614,387959238.080774,387959238.080774,388487638.13688
0.0615,387313628.216849,387313628.216849,387841148.953031
0.0616,386684872.326887,386684872.326887,387211536.698237
0.0617,385984501.812588,385984501.812588,386510212.280066
0.0618,385286425.921854,385286425.921854,385811185.610737
0.0619,384649318.28669,384649318.28669,385173210.235673
0.062,384028916.160421,384028916.160421,384551963.12239
0.0621,383352016.340518,383352016.340518,383874141.365675
0.0622,382706500.591222,382706500.591222,383227746.424638
0.0623,382033923.14235,382033923.14235,382554252.92602
0.0624,381407145.089472,381407145.089472,381926621.202122
0.0625,380782373.833732,380782373.833732,381300999.008617
0.0626,380116119.818791,380116119.818791,380633837.55644
0.0627,379437545.087792,379437545.087792,379954338.607403
0.0628,378818905.727711,378818905.727711,379334856.661193
0.0629,378216649.915743,378216649.915743,378731780.577471
0.063,377558742.565703,377558742.565703,378072977.158343
0.0631,376931663.188464,376931663.188464,377445043.699681
0.0632,376277897.265005,376277897.265005,376790387.347752
0.0633,375683461.408346,375683461.408346,376195141.87011
0.0634,375076609.933258,375076609.933258,375587463.863979
0.0635,374414612.886016,374414612.886016,374924565.177486
0.0636,373768959.733561,373768959.733561,374278032.646147
0.0637,373167982.601045,373167982.601045,373676236.983437
0.0638,372583079.807,372583079.807,373090537.552428
0.0639,371943345.723232,371943345.723232,372449932.151541
0.064,371291491.680199,371291491.680199,371797190.284017
0.0641,370698140.552087,370698140.552087,371203031.012321
0.0642,370120729.118205,370120729.118205,370624833.1447
0.0643,369488847.053271,369488847.053271,369992090.457087
0.0644,368901064.467363,368901064.467363,369403507.311943
0.0645,368273054.026497,368273054.026497,368774641.521546
0.0646,367688978.560407,367688978.560407,368189770.545313
0.0647,367120680.293698,367120680.293698,367620698.25699
0.0648,366484401.208624,366484401.208624,366983552.5605
0.0649,365864027.468743,365864027.468743,366362333.872267
0.065,365287263.087174,365287263.087174,365784783.938244
0.0651,364726145.939575,364726145.939575,365222902.549706
0.0652,364111344.472201,364111344.472201,364607263.723409
0.0653,363539919.158714,363539919.158714,364035060.129273
0.0654,362928832.625685,362928832.625685,363423141.297057
0.0655,362360962.725679,362360962.725679,362854497.958871
0.0656,361794825.182741,361794825.182741,362287589.337221
0.0657,361175478.36602,361175478.36602,361667398.970816
0.0658,360571745.908242,360571745.908242,361062844.230094
0.0659,360010911.08079,360010911.08079,360501245.546223
0.066,359451776.791566,359451776.791566,359941349.716712
0.0661,358853417.030862,358853417.030862,359342174.99067
0.0662,358243268.945894,358243268.945894,358731195.884682
0.0663,357689341.137005,357689341.137005,358176513.626725
0.0664,357137082.816571,357137082.816571,357623503.131065
0.0665,356559393.303501,356559393.303501,357045026.805512
0.0666,355996970.480575,355996970.480575,356481837.963319
0.0667,355395740.324036,355395740.324036,355879788.931968
0.0668,354863710.772652,354863710.772652,355347034.75692
0.0669,354319814.856851,354319814.856851,354802398.055478
0.067,353737242.311444,353737242.311444,354219032.046904
0.0671,353143014.885146,353143014.885146,353623995.283505
0.0672,352604117.805562,352604117.805562,353084364.22669
0.0673,352080188.952953,352080188.952953,352559721.78356
0.0674,351504437.246588,351504437.246588,351983185.904003
0.0675,350957046.770503,350957046.770503,351435049.882691
0.0676,350384684.159284,350384684.159284,350861907.714224
0.0677,349867129.234381,349867129.234381,350343647.880082
0.0678,349337843.920102,349337843.920102,349813641.679786
0.0679,348757182.384759,348757182.384759,349232189.28407
0.068,348191461.824294,348191461.824294,348665698.212823
0.0681,347666978.773353,347666978.773353,348140500.816543
0.0682,347157203.144653,347157203.144653,347630030.873996
0.0683,346596329.976755,346596329.976755,347068393.79746
0.0684,346023990.83956,346023990.83956,346495275.134989
0.0685,345505744.596523,345505744.596523,345976323.041137
0.0686,345002091.907606,345002091.907606,345471984.377812
0.0687,344447661.006177,344447661.006177,344916798.342104
0.0688,343933970.679957,343933970.679957,344402408.370224
0.0689,343382719.151524,343382719.151524,343850406.037815
0.069,342872066.104698,342872066.104698,343339057.4821
0.0691,342375869.192824,342375869.192824,342842184.750577
0.0692,341816324.266249,341816324.266249,342281877.724427
0.0693,341271349.562146,341271349.562146,341736160.765375
0.0694,340779604.101682,340779604.101682,341243745.548134
0.0695,340276380.083683,340276380.083683,340739836.139576
0.0696,339735986.486009,339735986.486009,340198706.526416
0.0697,339197159.096461,339197159.096461,339659145.254554
0.0698,338698373.79728,338698373.79728,339159680.610344
0.0699,338201016.608192,338201016.608192,338661646.021311
0.07,337705081.408614,337705081.408614,338165035.358536
0.0701,337159485.081367,337159485.081367,337618695.929691
0.0702,336628212.091184,336628212.091184,337086699.346278
0.0703,336136640.175632,336136640.175632,336594457.910317
0.0704,335646465.733465,335646465.733465,336103615.851098
0.0705,335119622.667661,335119622.667661,335576055.225617
0.0706,334581624.425098,334581624.425098,335037324.230039
0.0707,334095738.963365,334095738.963365,334550776.992841
0.0708,333623852.326411,333623852.326411,334078247.646806
0.0709,333102872.530489,333102872.530489,333556558.276974
0.071,332595958.602929,332595958.602929,333048953.933202
0.0711,332077916.621225,332077916.621225,332530206.378887
0.0712,331598971.116068,331598971.116068,332050608.550478
0.0713,331121370.024201,331121370.024201,331572356.966449
0.0714,330595089.527491,330595089.527491,331045359.676281
0.0715,330070304.752646,330070304.752646,330519860.145149
0.0716,329596850.16483,329596850.16483,330045760.712704
0.0717,329124717.172443,329124717.172443,329572984.6757
0.0718,328604205.855529,328604205.855529,329051764.422944
0.0719,328085165.859634,328085165.859634,328532017.495145
0.072,327617109.951192,327617109.951192,328063324.09507
0.0721,327150353.32936,327150353.32936,327595931.751232
0.0722,326684890.595334,326684890.595334,327129835.057473
0.0723,326171414.122064,326171414.122064,326615659.229811
0.0724,325659379.341194,325659379.341194,326102927.058132
0.0725,325197909.391203,325197909.391203,325640828.586575
0.0726,324737711.635063,324737711.635063,325180004.041597
0.0727,324242039.515308,324242039.515308,324683656.816959
0.0728,323735519.1731,323735519.1731,324176446.594602
0.0729,323279230.480963,323279230.480963,323719536.437767
0.073,322824192.815378,322824192.815378,323263879.011381
0.0731,322333891.124626,322333891.124626,322772909.530265
0.0732,321869242.172883,321869242.172883,322307627.727161
0.0733,321381603.061977,321381603.061977,321819324.452321
0.0734,320931640.553124,320931640.553124,321368749.095026
0.0735,320482903.345092,320482903.345092,320919400.707409
0.0736,319987082.860756,319987082.860756,320422904.916118
0.0737,319504684.231765,319504684.231765,319939849.260724
0.0738,319059713.791517,319059713.791517,319494272.771226
0.0739,318615948.508416,318615948.508416,319049903.080297
0.074,318137380.171659,318137380.171659,318570682.93399
0.0741,317648138.492173,317648138.492173,318080774.907875
0.0742,317208078.828323,317208078.828323,317640115.883246
0.0743,316769204.613658,316769204.613658,317200643.922382
0.0744,316331511.068039,316331511.068039,316762354.238635
0.0745,315847356.114703,315847356.114703,316277539.866784
0.0746,315364521.579706,315364521.579706,315794047.711681
0.0747,314930476.121674,314930476.121674,315359411.084212
0.0748,314497592.106623,314497592.106623,314925937.481608
0.0749,314030358.491362,314030358.491362,314458067.494676
0.075,313552570.744742,313552570.744742,313979629.00167
0.0751,313111462.785941,313111462.785941,313537920.254314
0.0752,312683310.904804,312683310.904804,313109185.230785
0.0753,312221011.244168,312221011.244168,312646255.918519
0.0754,311783436.741754,311783436.741754,312208085.440113
0.0755,311323574.80731,311323574.80731,311747597.17422
0.0756,310888355.579532,310888355.579532,311311785.178331
0.0757,310465979.837897,310465979.837897,310888834.1614
0.0758,309998029.457349,309998029.457349,310420246.432949
0.0759,309531334.087543,309531334.087543,309952915.424561
0.076,309112420.814026,309112420.814026,309533431.591626
0.0761,308694609.369933,308694609.369933,309115051.088805
0.0762,308231492.482743,308231492.482743,308651303.436924
0.0763,307769611.327686,307769611.327686,308188793.200241
0.0764,307355207.685883,307355207.685883,307773825.141133
0.0765,306930341.338758,306930341.338758,307348380.126509
0.0766,306518117.946664,306518117.946664,306935595.286609
0.0767,306060918.420332,306060918.420332,306477773.055023
0.0768,305616423.500555,305616423.500555,306032672.733654
0.0769,305207525.504852,305207525.504852,305623217.81933
0.077,304788229.654639,304788229.654639,305203350.88863
0.0771,304347139.090254,304347139.090254,304761659.559381
0.0772,303895781.630005,303895781.630005,304309687.350766
0.0773,303491235.761263,303491235.761263,303904590.490996
0.0774,303087736.087106,303087736.087106,303500541.250725
0.0775,302651153.94902,302651153.94902,303063364.488247
0.0776,302227066.62536,302227066.62536,302638699.558119
0.0777,301792739.803277,301792739.803277,302203781.183381
0.0778,301393508.051076,301393508.051076,301804005.677972
0.0779,300995302.133797,300995302.133797,301405257.404671
0.078,300552956.128948,300552956.128948,300962308.925049
0.0781,300123034.599056,300123034.599056,300531801.842505
0.0782,299727989.431275,299727989.431275,300136218.62364
0.0783,299333954.163131,299333954.163131,299741646.679894
0.0784,298907252.827738,298907252.827738,299314364.17775
0.0785,298470447.409354,298470447.409354,298876963.830866
0.0786,298079524.424336,298079524.424336,298485508.409173
0.0787,297689595.729321,297689595.729321,298095048.631703
0.0788,297300657.538846,297300657.538846,297705580.70784
0.0789,296868136.310517,296868136.310517,297272470.386073
0.079,296447853.862664,296447853.862664,296851615.513988
0.0791,296061968.964512,296061968.964512,296465205.041028
0.0792,295677059.355711,295677059.355711,296079771.185763
0.0793,295270965.50011,295270965.50011,295673124.230777
0.0794,294854841.78517,294854841.78517,295256433.755794
0.0795,294483955.19173,294483955.19173,294885042.015221
0.0796,294114000.474152,294114000.474152,294514583.419724
0.0797,293711923.270668,293711923.270668,294111958.58753
0.0798,293321861.051567,293321861.051567,293721365.104116
0.0799,292921794.074665,292921794.074665,293320753.236431
0.08,292555641.832072,292555641.832072,292954102.294885
